Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Employee Statement,Age_status,Salary_status,Gender_status,Department_status,Position_status,Joining Date_status,Performance Score_status,Employee Statement_status,Salary_validated,Gender_validated,Position_validated,Joining Date_validated,Performance Score_validated,Department_validated,Age_validated,Employee Statement_validated
thirty,50000,Male,HR,Analyst,2/20/2020,A,"I am developing stronger work habits, as I became better at organizing my tasks, during ongoing work cycles.",6,0,0,0,0,0,6,0,,,,,,,,
50,65000,Other,Finance,Director,05-Apr-18,D,"I am developing stronger work habits, as I became better at organizing my tasks, while handling routine duties.",0,0,6,0,0,0,0,0,,,,,,,,
50,70000,Female,Sales,Assistant,05-Apr-18,D,"I am developing stronger work habits, as I became better at organizing my tasks, as part of my regular workflow.",0,6,6,0,0,0,0,0,,,,,,,,
35, NAN ,Female,IT,Director,3/25/2019,B,"I am developing stronger work habits, after understanding expectations more clearly, over the past months.",0,5,0,0,0,0,0,0,,,,,,,,
40,SIXTY THOUSAND,Other,Marketing,Clerk,3/25/2019,A,"I am developing stronger work habits, after understanding expectations more clearly, during my time in this role.",0,6,6,6,0,6,6,0,,,,,,,,
25,70000,Male,IT,Manager,05-Apr-18,A,"I am developing stronger work habits, after understanding expectations more clearly, as I settled into my responsibilities.",0,6,6,6,0,0,0,0,,,,,,,,
25,55000,Other,Sales,Clerk,2/20/2020,F,"I am developing stronger work habits, after understanding expectations more clearly, while adapting to daily routines.",0,0,0,0,6,0,0,0,,,,,,,,
,65000,Other,Sales,Assistant,05-Apr-18,F,"I am developing stronger work habits, after understanding expectations more clearly, through regular collaboration.",5,0,0,0,0,0,0,0,,,,,,,,
50,65000,Female,IT,Clerk,3/25/2019,B,"I am developing stronger work habits, after understanding expectations more clearly, while working on assigned tasks.",0,0,0,6,0,0,0,0,,,,,,,,
25, NAN ,Other,Marketing,Director,2/20/2020,A,"I am developing stronger work habits, after understanding expectations more clearly, as part of normal operations.",0,5,0,6,0,0,0,0,,,,,,,,
35,55000,Other,IT,Clerk,05-Apr-18,B,"I am developing stronger work habits, after understanding expectations more clearly, during ongoing work cycles.",6,6,6,6,0,6,0,0,,,,,,,,
50, NAN ,Female,Sales,Assistant,2019.12.01,F,"I am developing stronger work habits, after understanding expectations more clearly, while handling routine duties.",0,5,6,0,0,6,0,0,,,,,,,,
35,55000,Female,Sales,Assistant,2019.12.01,F,"I am developing stronger work habits, after understanding expectations more clearly, as part of my regular workflow.",0,6,6,6,6,6,0,0,,,,,,,,
25,SIXTY THOUSAND,Female,Finance,Assistant,05-Apr-18,D,"I am developing stronger work habits, by improving how I plan my work, over the past months.",0,6,6,6,6,6,6,0,,,,,,,,
25,Salary,Female,Finance,Director,2/20/2020,B,"I am developing stronger work habits, by improving how I plan my work, during my time in this role.",6,7,6,6,0,6,0,0,,,,,,,,
,65000,Other,HR,Assistant,05-Apr-18,B,"I am developing stronger work habits, by improving how I plan my work, as I settled into my responsibilities.",5,0,0,0,0,0,0,0,,,,,,,,
25,SIXTY THOUSAND,Other,Sales,Manager,05-Apr-18,A,"I am developing stronger work habits, by improving how I plan my work, while adapting to daily routines.",0,0,6,0,0,0,0,0,,,,,,,,
50,50000,Male,Finance,Assistant,3/25/2019,A,"I am developing stronger work habits, by improving how I plan my work, through regular collaboration.",0,0,6,6,0,6,0,0,,,,,,,,
50, NAN ,Male,IT,Clerk,2019.12.01,D,"I am developing stronger work habits, by improving how I plan my work, while working on assigned tasks.",6,5,6,0,0,0,0,0,,,,,,,,
50,SIXTY THOUSAND,Other,Marketing,Clerk,3/25/2019,C,"I am developing stronger work habits, by improving how I plan my work, as part of normal operations.",0,0,6,6,0,6,0,0,,,,,,,,
, NAN ,Male,IT,Clerk,3/25/2019,C,"I am developing stronger work habits, by improving how I plan my work, during ongoing work cycles.",5,5,0,0,0,0,0,0,,,,,,,,
,70000,Other,Marketing,Director,05-Apr-18,C,"I am developing stronger work habits, by improving how I plan my work, while handling routine duties.",5,0,0,0,0,0,0,0,,,,,,,,
25,65000,Male,Finance,Clerk,3/25/2019,B,"I am developing stronger work habits, by improving how I plan my work, as part of my regular workflow.",0,0,6,6,0,6,0,0,,,,,,,,
thirty, NAN ,Female,HR,Director,2019.12.01,B,"I am developing stronger work habits, through experience working with different people, over the past months.",0,5,0,0,6,0,0,0,,,,,,,,
thirty,55000,Male,IT,Director,3/25/2019,F,"I am developing stronger work habits, through experience working with different people, during my time in this role.",0,0,6,6,0,0,6,0,,,,,,,,
, NAN ,Female,IT,Assistant,2019.12.01,B,"I am developing stronger work habits, through experience working with different people, as I settled into my responsibilities.",5,5,0,0,0,0,6,0,,,,,,,,
25,70000,Female,IT,Manager,3/25/2019,B,"I am developing stronger work habits, through experience working with different people, while adapting to daily routines.",6,0,6,6,0,0,0,0,,,,,,,,
thirty,65000,Female,Marketing,Assistant,2019.12.01,B,"I am developing stronger work habits, through experience working with different people, through regular collaboration.",0,6,6,0,6,0,0,0,,,,,,,,
25,SIXTY THOUSAND,Female,Finance,Assistant,3/25/2019,D,"I am developing stronger work habits, through experience working with different people, while working on assigned tasks.",6,0,6,0,0,6,6,0,,,,,,,,
25,70000,Male,IT,Director,3/25/2019,B,"I am developing stronger work habits, through experience working with different people, as part of normal operations.",6,6,6,6,0,6,0,0,,,,,,,,
25,65000,Other,IT,Director,2/20/2020,A,"I am developing stronger work habits, through experience working with different people, during ongoing work cycles.",6,0,0,0,0,0,0,0,,,,,,,,
40, NAN ,Female,HR,Clerk,2019.12.01,A,"I am developing stronger work habits, through experience working with different people, while handling routine duties.",0,5,0,0,0,6,6,0,,,,,,,,
50,50000,Male,HR,Clerk,2019.12.01,F,"I am developing stronger work habits, through experience working with different people, as part of my regular workflow.",0,0,0,0,0,0,6,0,,,,,,,,
25,50000,Female,Finance,Assistant,2019.12.01,D,"I am developing stronger work habits, as I learned to handle feedback constructively, over the past months.",6,6,6,6,0,6,6,0,,,,,,,,
40,55000,Male,Finance,Analyst,1/15/2020,A,"I am developing stronger work habits, as I learned to handle feedback constructively, during my time in this role.",0,0,6,0,0,6,6,0,,,,,,,,
,65000,Male,Sales,Analyst,3/25/2019,D,"I am developing stronger work habits, as I learned to handle feedback constructively, as I settled into my responsibilities.",5,0,0,0,0,0,0,0,,,,,,,,
thirty,50000,Male,HR,Clerk,2019.12.01,D,"I am developing stronger work habits, as I learned to handle feedback constructively, while adapting to daily routines.",0,6,6,6,0,0,6,0,,,,,,,,
50,SIXTY THOUSAND,Other,Sales,Analyst,1/15/2020,F,"I am developing stronger work habits, as I learned to handle feedback constructively, through regular collaboration.",6,0,6,6,0,0,6,0,,,,,,,,
Male,65000,Male,Marketing,Clerk,2/20/2020,D,"I am developing stronger work habits, as I learned to handle feedback constructively, while working on assigned tasks.",7,0,6,0,0,6,0,0,,,,,,,,
50,SIXTY THOUSAND,Male,Sales,Director,2019.12.01,B,"I am developing stronger work habits, as I learned to handle feedback constructively, as part of normal operations.",6,6,6,6,6,0,0,0,,,,,,,,
thirty,SIXTY THOUSAND,Other,IT,Assistant,2019.12.01,D,"I am developing stronger work habits, as I learned to handle feedback constructively, during ongoing work cycles.",6,0,0,0,6,0,0,0,,,,,,,,
50,50000,Other,Sales,Manager,1/15/2020,F,"I am developing stronger work habits, as I learned to handle feedback constructively, while handling routine duties.",0,0,0,6,0,0,0,0,,,,,,,,
thirty,65000,Male,Finance,Assistant,3/25/2019,F,"I am developing stronger work habits, as I learned to handle feedback constructively, as part of my regular workflow.",6,6,0,6,0,0,0,0,,,,,,,,
thirty, NAN ,Other,Marketing,Clerk,2/20/2020,F,"I am developing stronger work habits, by becoming more aware of priorities, over the past months.",0,5,6,0,0,6,6,0,,,,,,,,
thirty,70000,Female,IT,Clerk,2019.12.01,A,"I am developing stronger work habits, by becoming more aware of priorities, during my time in this role.",0,0,6,6,0,6,6,0,,,,,,,,
thirty,50000,Female,Sales,Assistant,3/25/2019,B,"I am developing stronger work habits, by becoming more aware of priorities, as I settled into my responsibilities.",0,0,6,6,0,0,0,0,,,,,,,,
,50000,Other,Marketing,Clerk,2/20/2020,A,"I am developing stronger work habits, by becoming more aware of priorities, while adapting to daily routines.",5,0,0,0,0,0,0,0,,,,,,,,
25, NAN ,Other,Marketing,Analyst,05-Apr-18,C,"I am developing stronger work habits, by becoming more aware of priorities, through regular collaboration.",0,5,0,0,0,0,0,0,,,,,,,,
35,65000,Male,IT,Analyst,05-Apr-18,B,MA,6,6,6,0,0,0,6,7,,,,,,,,
40,65000,Other,Sales,Clerk,2/20/2020,D,MA,6,0,0,0,0,6,0,7,,,,,,,,
35,SIXTY THOUSAND,Male,Marketing,Clerk,1/15/2020,F,"I am developing stronger work habits, by becoming more aware of priorities, during ongoing work cycles.",6,6,6,0,0,6,0,0,,,,,,,,
35, NAN ,Female,Marketing,Analyst,2/20/2020,C,"I am developing stronger work habits, by becoming more aware of priorities, while handling routine duties.",0,5,0,0,0,0,0,0,,,,,,,,
50, NAN ,Other,HR,Clerk,2/20/2020,B,"I am developing stronger work habits, by becoming more aware of priorities, as part of my regular workflow.",6,5,0,0,0,6,6,0,,,,,,,,
25,65000,Male,Marketing,Clerk,1/15/2020,A,"I am developing stronger work habits, through practice and repetition, over the past months.",0,6,6,0,0,0,0,0,,,,,,,,
50,SIXTY THOUSAND,Male,HR,HR,1/15/2020,F,"I am developing stronger work habits, through practice and repetition, during my time in this role.",6,0,6,0,7,6,0,0,,,,,,,,
25,50000,Female,Sales,Manager,3/25/2019,A,"I am developing stronger work habits, through practice and repetition, as I settled into my responsibilities.",0,6,6,0,0,6,6,0,,,,,,,,
25,55000,Other,Sales,Analyst,3/25/2019,B,"I am developing stronger work habits, through practice and repetition, while adapting to daily routines.",6,0,6,6,0,0,0,0,,,,,,,,
thirty,70000,Female,Sales,Assistant,1/15/2020,B,"I am developing stronger work habits, through practice and repetition, through regular collaboration.",6,6,0,6,6,0,6,0,,,,,,,,
,50000,Male,Finance,Manager,05-Apr-18,C,"I am developing stronger work habits, through practice and repetition, while working on assigned tasks.",5,0,0,0,0,0,0,0,,,,,,,,
thirty,65000,Male,Sales,Clerk,05-Apr-18,D,"I am developing stronger work habits, through practice and repetition, as part of normal operations.",6,6,6,6,0,6,6,0,,,,,,,,
,70000,Other,Marketing,Clerk,2/20/2020,A,"I am developing stronger work habits, through practice and repetition, during ongoing work cycles.",5,0,0,0,0,0,0,0,,,,,,,,
50,55000,Male,IT,Assistant,2019.12.01,C,"I am developing stronger work habits, through practice and repetition, while handling routine duties.",6,6,0,0,0,6,0,0,,,,,,,,
,55000,Other,HR,Clerk,2/20/2020,F,"I am developing stronger work habits, through practice and repetition, as part of my regular workflow.",5,0,0,0,0,0,0,0,,,,,,,,
50,SIXTY THOUSAND,Female,Finance,Director,2/20/2020,D,"I am developing stronger work habits, as I improved my time management, over the past months.",0,0,0,0,0,6,6,0,,,,,,,,
35,70000,Other,Sales,Assistant,2019.12.01,C,"I am developing stronger work habits, as I improved my time management, during my time in this role.",6,6,6,6,0,6,0,0,,,,,,,,
35,SIXTY THOUSAND,Other,Sales,Manager,1/15/2020,A,"I am developing stronger work habits, as I improved my time management, as I settled into my responsibilities.",6,0,6,0,0,0,0,0,,,,,,,,
,50000,Male,IT,Assistant,05-Apr-18,B,"I am developing stronger work habits, as I improved my time management, while adapting to daily routines.",5,0,0,0,0,0,0,0,,,,,,,,
, NAN ,Male,IT,Analyst,2/20/2020,F,"I am developing stronger work habits, as I improved my time management, through regular collaboration.",5,5,0,0,0,0,0,0,,,,,,,,
50, NAN ,Other,Finance,Assistant,2019.12.01,A,"I am developing stronger work habits, as I improved my time management, while working on assigned tasks.",0,5,0,0,0,0,6,0,,,,,,,,
thirty, NAN ,Male,HR,Clerk,3/25/2019,D,"I am developing stronger work habits, as I improved my time management, as part of normal operations.",6,5,6,6,0,0,0,0,,,,,,,,
50,70000,Male,Sales,Clerk,2/20/2020,D,"I am developing stronger work habits, as I improved my time management, during ongoing work cycles.",6,0,0,0,0,0,0,0,,,,,,,,
thirty, NAN ,Male,Finance,Director,05-Apr-18,B,"I am developing stronger work habits, as I improved my time management, while handling routine duties.",6,5,6,6,6,0,0,0,,,,,,,,
35,50000,Other,Marketing,Director,3/25/2019,B,"I am developing stronger work habits, as I improved my time management, as part of my regular workflow.",6,6,6,0,0,7,0,0,,,,,,,,
25,SIXTY THOUSAND,Male,Marketing,Director,2/20/2020,F,"I am developing stronger work habits, by paying closer attention to details, over the past months.",6,0,0,6,0,0,0,0,,,,,,,,
,70000,Other,Finance,Manager,2/20/2020,F,"I am developing stronger work habits, by paying closer attention to details, during my time in this role.",5,0,0,0,0,0,0,0,,,,,,,,
thirty,SIXTY THOUSAND,Male,Sales,Director,2019.12.01,B,"I am developing stronger work habits, by paying closer attention to details, as I settled into my responsibilities.",0,6,6,6,6,6,0,0,,,,,,,,
50,70000,Female,Finance,Manager,3/25/2019,B,"I am developing stronger work habits, by paying closer attention to details, while adapting to daily routines.",0,6,6,0,0,0,0,0,,,,,,,,
"Male, Sales, Director, 3/25/2019, D, I am developing stronger work habits, by paying closer attention to details, through regular collaboration.",SIXTY THOUSAND,Male,Sales,Director,3/25/2019,D,"I am developing stronger work habits, by paying closer attention to details, through regular collaboration.",7,6,6,0,0,0,0,0,,,,,,,,
thirty,55000,Male,IT,Manager,1/15/2020,B,"I am developing stronger work habits, by paying closer attention to details, while working on assigned tasks.",0,0,6,0,0,6,6,0,,,,,,,,
50,SIXTY THOUSAND,Other,Finance,Assistant,05-Apr-18,C,"I am developing stronger work habits, by paying closer attention to details, as part of normal operations.",0,6,6,6,0,6,0,0,,,,,,,,
, NAN ,Other,Sales,Assistant,1/15/2020,A,"I am developing stronger work habits, by paying closer attention to details, during ongoing work cycles.",5,5,0,0,0,0,0,0,,,,,,,,
,55000,Male,Finance,Clerk,2/20/2020,B,"I am developing stronger work habits, by paying closer attention to details, while handling routine duties.",5,0,0,0,0,0,0,0,,,,,,,,
40,SIXTY THOUSAND,Female,Finance,Manager,2/20/2020,F,"I am developing stronger work habits, by paying closer attention to details, as part of my regular workflow.",6,0,0,0,0,0,6,0,,,,,,,,
25,70000,Male,Sales,Analyst,3/25/2019,C,"I feel more effective in my role, because I have learned to communicate more clearly with my team, over the past months.",0,6,6,6,0,0,0,0,,,,,,,,
40,70000,Male,Sales,Clerk,05-Apr-18,F,"I feel more effective in my role, because I have learned to communicate more clearly with my team, during my time in this role.",0,0,0,0,0,0,0,0,,,,,,,,
35,70000,Female,HR,Ms.,2019.12.01,C,"I feel more effective in my role, because I have learned to communicate more clearly with my team, as I settled into my responsibilities.",0,6,6,0,7,6,0,0,,,,,,,,
thirty,65000,Other,Finance,Manager,05-Apr-18,B,"I feel more effective in my role, because I have learned to communicate more clearly with my team, while adapting to daily routines.",6,0,6,6,6,0,0,0,,,,,,,,
35,50000,Male,Marketing,Director,2/20/2020,A,"I feel more effective in my role, because I have learned to communicate more clearly with my team, through regular collaboration.",6,0,6,0,0,6,6,0,,,,,,,,
50,70000,Other,Finance,Analyst,2019.12.01,F,"I feel more effective in my role, because I have learned to communicate more clearly with my team, while working on assigned tasks.",6,0,6,6,0,6,6,0,,,,,,,,
,55000,Other,Finance,Assistant,05-Apr-18,C,"I feel more effective in my role, because I have learned to communicate more clearly with my team, as part of normal operations.",5,0,0,0,0,0,0,0,,,,,,,,
40,70000,Female,Sales,Clerk,05-Apr-18,D,"I feel more effective in my role, because I have learned to communicate more clearly with my team, during ongoing work cycles.",6,6,6,6,0,6,6,0,,,,,,,,
40,65000,Female,Finance,Manager,2019.12.01,B,"I feel more effective in my role, because I have learned to communicate more clearly with my team, while handling routine duties.",0,6,6,0,6,6,0,0,,,,,,,,
40, NAN ,Other,Finance,Analyst,2/20/2020,A,"I feel more effective in my role, because I have learned to communicate more clearly with my team, as part of my regular workflow.",0,5,0,0,0,0,6,0,,,,,,,,
35,55000,Male,Marketing,Manager,05-Apr-18,B,"I feel more effective in my role, as I became better at organizing my tasks, over the past months.",6,6,6,6,0,0,0,0,,,,,,,,
,65000,Other,Sales,Director,2019.12.01,D,"I feel more effective in my role, as I became better at organizing my tasks, during my time in this role.",5,0,0,0,0,0,0,0,,,,,,,,
thirty, NAN ,Male,Finance,Clerk,2/20/2020,A,"I feel more effective in my role, as I became better at organizing my tasks, as I settled into my responsibilities.",0,5,0,0,0,0,0,0,,,,,,,,
50,55000,Male,IT,Manager,2019.12.01,D,"I feel more effective in my role, as I became better at organizing my tasks, while adapting to daily routines.",0,6,6,0,0,6,6,0,,,,,,,,
thirty,SIXTY THOUSAND,Female,HR,Assistant,2019.12.01,B,"I feel more effective in my role, as I became better at organizing my tasks, through regular collaboration.",0,0,6,0,0,6,6,0,,,,,,,,
35,50000,Male,Marketing,Clerk,05-Apr-18,C,"I feel more effective in my role, as I became better at organizing my tasks, while working on assigned tasks.",0,0,6,6,0,6,0,0,,,,,,,,
50,50000,Male,Finance,Assistant,2/20/2020,B,"I feel more effective in my role, as I became better at organizing my tasks, as part of normal operations.",6,0,6,0,0,0,0,0,,,,,,,,
40,65000,Other,IT,Manager,05-Apr-18,B,"I feel more effective in my role, as I became better at organizing my tasks, during ongoing work cycles.",6,6,6,6,0,6,0,0,,,,,,,,
25, NAN ,Female,Finance,Clerk,1/15/2020,B,"I feel more effective in my role, as I became better at organizing my tasks, while handling routine duties.",0,5,6,6,0,0,0,0,,,,,,,,
35,50000,Male,Finance,Assistant,1/15/2020,F,"I feel more effective in my role, as I became better at organizing my tasks, as part of my regular workflow.",0,6,0,0,6,0,0,0,,,,,,,,
35, NAN ,Male,Sales,Director,2/20/2020,D,"I feel more effective in my role, after understanding expectations more clearly, over the past months.",6,5,0,0,0,0,0,0,,,,,,,,
, NAN ,Female,Sales,Director,2019.12.01,D,"I feel more effective in my role, after understanding expectations more clearly, during my time in this role.",5,5,0,0,0,0,6,0,,,,,,,,
thirty,65000,Other,Sales,Manager,05-Apr-18,D,"I feel more effective in my role, after understanding expectations more clearly, as I settled into my responsibilities.",0,6,6,0,0,6,6,0,,,,,,,,
35,65000,Female,IT,Clerk,05-Apr-18,F,"I feel more effective in my role, after understanding expectations more clearly, while adapting to daily routines.",6,6,0,6,0,6,0,0,,,,,,,,
35,65000,Female,Finance,Analyst,2/20/2020,C,"I feel more effective in my role, after understanding expectations more clearly, through regular collaboration.",6,6,6,6,0,6,6,0,,,,,,,,
40,50000,Male,HR,HR employee,2/20/2020,B,"I feel more effective in my role, after understanding expectations more clearly, while working on assigned tasks.",0,0,0,0,7,0,0,0,,,,,,,,
40,65000,Male,Marketing,Director,1/15/2020,C,"I feel more effective in my role, after understanding expectations more clearly, as part of normal operations.",0,6,6,6,0,6,6,0,,,,,,,,
50,50000,Other,Sales,Assistant,3/25/2019,F,"I feel more effective in my role, after understanding expectations more clearly, during ongoing work cycles.",6,6,0,0,0,6,0,0,,,,,,,,
25,65000,Male,Sales,Analyst,2/20/2020,D,"I feel more effective in my role, after understanding expectations more clearly, while handling routine duties.",6,0,6,6,0,6,0,0,,,,,,,,
,70000,Male,Finance,Manager,3/25/2019,B,"I feel more effective in my role, after understanding expectations more clearly, as part of my regular workflow.",5,0,0,0,0,0,0,0,,,,,,,,
25, NAN ,Female,Finance,Analyst,2/20/2020,A,"I feel more effective in my role, by improving how I plan my work, over the past months.",0,5,6,0,0,0,0,0,,,,,,,,
50,65000,Male,IT,Manager,2019.12.01,A,"I feel more effective in my role, by improving how I plan my work, during my time in this role.",0,6,0,0,0,6,0,0,,,,,,,,
40,55000,Other,IT,Analyst,2019.12.01,C,"I feel more effective in my role, by improving how I plan my work, as I settled into my responsibilities.",0,0,6,0,6,6,0,0,,,,,,,,
thirty, NAN ,Female,Sales,Manager,1/15/2020,D,"I feel more effective in my role, by improving how I plan my work, while adapting to daily routines.",0,5,0,0,0,0,0,0,,,,,,,,
40, NAN ,Other,Finance,Manager,2/20/2020,A,"I feel more effective in my role, by improving how I plan my work, through regular collaboration.",0,5,0,0,0,7,0,0,,,,,,,,
,65000,Female,HR,Analyst,3/25/2019,C,"I feel more effective in my role, by improving how I plan my work, while working on assigned tasks.",5,0,0,0,0,0,0,0,,,,,,,,
40,SIXTY THOUSAND,Male,Marketing,Analyst,2/20/2020,F,"I feel more effective in my role, by improving how I plan my work, as part of normal operations.",0,0,6,6,0,6,0,0,,,,,,,,
,65000,Female,Finance,Manager,05-Apr-18,C,"I feel more effective in my role, by improving how I plan my work, during ongoing work cycles.",5,0,0,0,0,0,0,0,,,,,,,,
, NAN ,Female,Finance,Director,1/15/2020,C,"I feel more effective in my role, by improving how I plan my work, while handling routine duties.",5,5,0,0,0,0,0,0,,,,,,,,
,55000,Male,IT,Analyst,05-Apr-18,C,"I feel more effective in my role, by improving how I plan my work, as part of my regular workflow.",5,0,0,0,0,0,0,0,,,,,,,,
50, NAN ,Male,Marketing,Clerk,05-Apr-18,B,"I feel more effective in my role, through experience working with different people, over the past months.",0,5,0,0,0,0,6,0,,,,,,,,
,55000,Other,Sales,Assistant,2/20/2020,C,"I feel more effective in my role, through experience working with different people, during my time in this role.",5,0,0,0,0,0,0,0,,,,,,,,
,50000,Other,Finance,Manager,3/25/2019,C,"I feel more effective in my role, through experience working with different people, as I settled into my responsibilities.",5,0,0,0,0,0,0,0,,,,,,,,
thirty,70000,Male,Sales,Manager,2/20/2020,B,"I feel more effective in my role, through experience working with different people, while adapting to daily routines.",0,6,6,0,0,0,6,0,,,,,,,,
25, NAN ,Male,Finance,Assistant,1/15/2020,B,"I feel more effective in my role, through experience working with different people, through regular collaboration.",0,5,0,0,0,0,0,0,,,,,,,,
35,65000,Male,Sales,Director,05-Apr-18,F,"I feel more effective in my role, through experience working with different people, while working on assigned tasks.",0,6,6,6,0,6,0,0,,,,,,,,
25,50000,Female,Marketing,Assistant,2/20/2020,D,"I feel more effective in my role, through experience working with different people, as part of normal operations.",0,0,6,6,0,6,0,0,,,,,,,,
,70000,Female,IT,Analyst,2/20/2020,A,"I feel more effective in my role, through experience working with different people, during ongoing work cycles.",5,0,0,0,0,0,0,0,,,,,,,,
thirty,65000,Female,Marketing,Assistant,2/20/2020,A,"I feel more effective in my role, through experience working with different people, while handling routine duties.",0,6,0,6,0,0,0,0,,,,,,,,
40,SIXTY THOUSAND,Male,HR,Manager,1/15/2020,C,"I feel more effective in my role, through experience working with different people, as part of my regular workflow.",0,0,6,6,0,6,0,0,,,,,,,,
thirty,65000,Other,IT,Assistant,3/25/2019,F,"I feel more effective in my role, as I learned to handle feedback constructively, over the past months.",0,6,6,0,0,6,0,0,,,,,,,,
,55000,Male,Marketing,Clerk,2/20/2020,C,"I feel more effective in my role, as I learned to handle feedback constructively, during my time in this role.",5,0,0,0,0,0,0,0,,,,,,,,
thirty,55000,Female,HR,Analyst,1/15/2020,A,"I feel more effective in my role, as I learned to handle feedback constructively, as I settled into my responsibilities.",0,0,6,6,0,0,6,0,,,,,,,,
thirty,SIXTY THOUSAND,Female,Finance,Assistant,05-Apr-18,B,"I feel more effective in my role, as I learned to handle feedback constructively, while adapting to daily routines.",0,6,6,6,6,6,6,0,,,,,,,,
,50000,Male,Finance,Manager,2019.12.01,D,MA,5,0,0,0,0,0,0,7,,,,,,,,
50,70000,Male,Sales,Analyst,1/15/2020,F,"I feel more effective in my role, as I learned to handle feedback constructively, while working on assigned tasks.",0,6,6,6,0,6,6,0,,,,,,,,
thirty,65000,Female,IT,Manager,2019.12.01,B,"I feel more effective in my role, as I learned to handle feedback constructively, as part of normal operations.",0,6,6,6,6,6,6,0,,,,,,,,
35,55000,Female,Finance,Director,2/20/2020,D,"I feel more effective in my role, as I learned to handle feedback constructively, during ongoing work cycles.",6,0,6,0,6,6,0,0,,,,,,,,
35,50000,Female,IT,Clerk,2/20/2020,F,"I feel more effective in my role, as I learned to handle feedback constructively, while handling routine duties.",0,6,6,0,0,0,6,0,,,,,,,,
thirty,SIXTY THOUSAND,Male,Finance,Director,1/15/2020,F,"I feel more effective in my role, as I learned to handle feedback constructively, as part of my regular workflow.",0,6,6,6,6,6,0,0,,,,,,,,
50, NAN ,Female,Sales,Clerk,2019.12.01,A,"I feel more effective in my role, by becoming more aware of priorities, over the past months.",0,5,0,0,0,0,0,0,,,,,,,,
